景区名称,级别,地区,热度,简介,价格,月销量,城市,图片
汉城湖,4A景区,[陕西·西安·未央区],0.0,乘船欣赏湖畔的美丽景色,1,2,西安,https://imgs.qunarzz.com/sight/p0/201306/17/a9288afa3d276aaac8d65eac.jpg_280x200_e6793b50.jpg
西安大唐西市博物馆,4A景区,[陕西·西安·碑林区],0.0,这里是唐代的国际商贸中心,25,18,西安,https://imgs.qunarzz.com/sight/p0/201301/11/38535de7e0cf539993835fbb.jpg_280x200_30ed30f9.jpg
太平国家森林公园,4A景区,[陕西·西安·户县],0.7,拥有西北少见的高山瀑布,35,40,西安,https://imgs.qunarzz.com/sight/p0/201307/23/678dc5311f745e29c8d65eac.jpg_280x200_35bf384e.jpg
西安浐灞国家湿地公园,4A景区,[陕西·西安·灞桥区],0.0,观鸟亲近大自然的好地方,59.9,40,西安,https://imgs.qunarzz.com/sight/p0/201403/05/8e0f82e5f51780d78062508f8ee8c973.jpg_280x200_58f02ac6.jpg
昆明池,4A景区,[陕西·西安·长安区],0.0,人工湖历史悠久，文化深厚,10,4,西安,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/01052120005qcoevvE62B.jpg_280x200_731a05e0.jpg
西安广仁寺,3A景区,[陕西·西安·莲湖区],0.0,陕西境内唯一的黄教寺院,0.1,70,西安,https://imgs.qunarzz.com/sight/p0/1505/86/86b7393966117ca6.water.jpg_280x200_7c92e964.jpg
金龙峡,4A景区,[陕西·西安·户县],0.0,瀑布成群，原始植被众多,50,53,西安,https://imgs.qunarzz.com/sight/p0/1506/1b/1bd544a2dec905ae.water.jpg_280x200_83458d3f.jpg
西安鼓楼,无,[陕西·西安·莲湖区],1.0,夜景震撼的古城标志性建筑,30,1778,西安,https://imgs.qunarzz.com/sight/p0/201405/26/b878ef635edee77bba73f39c4f7de8d6.jpg_280x200_ce9f1fec.jpg
赵公明财神文化区,无,[陕西·西安·终南山古楼观],0.0,欣赏规模宏大的道教宫观,6.6,16,西安,https://imgs.qunarzz.com/sight/p0/1702/ac/ac3c35082bbbb52aa3.img.png_280x200_312b90bd.png
秦始皇陵丽山园景区,无,[陕西·西安·秦始皇帝陵博物院（兵马俑）],0.0,参观文吏俑坑博物馆,28,1146,西安,https://imgs.qunarzz.com/sight/p0/1702/4e/4e10c6d12d98a1aa3.water.jpg_280x200_819cc807.jpg
终南山古楼观,无,[陕西·西安·周至县],0.0,道教宫观，彰显道源仙都的气魄,10,44,西安,https://imgs.qunarzz.com/sight/p0/1702/bf/bf130c22db16ce72a3.img.png_280x200_610a15a1.png
天禾温泉酒店,无,[陕西·西安·雁塔区],0.0,天禾温泉水汇坐落于西安市高新产业开发区唐兴路10号，设有男/女宾水疗、保健理疗、足疗、茶艺、美发、3D动感影院、韩式汗蒸,195,16,西安,https://imgs.qunarzz.com/sight/p0/2206/f5/f5f7c99b0804fdb7a3.img.jpg_280x200_ece0bb01.jpg
白鹿原滑雪场,无,[陕西·西安·灞桥区],0.7,综合性滑雪基地,69,834,西安,https://imgs.qunarzz.com/sight/p0/1512/bc/bc91fcfe49c25a2590.img.jpg_280x200_91e3f5bd.jpg
翠华山滑雪场,无,[陕西·西安·翠华山],0.0,秦岭第一天然雪场,78,606,西安,https://imgs.qunarzz.com/sight/p0/1512/ac/aceb6c2eaea1ede290.img.jpg_280x200_518f9bea.jpg
兵马俑三号坑,无,[陕西·西安·临潼区],0.0,一二号坑的指挥部,149,2,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
骊山,无,[陕西·西安·临潼区],0.0,访烽火戏诸侯发生地,39.8,88,西安,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/100c10000000ov3b4C473.jpg_280x200_034e72ee.jpg
草堂寺,无,[陕西·西安·户县],0.7,观赏鸠摩罗什舍利塔,5,2,西安,https://imgs.qunarzz.com/sight/p0/201303/05/ba090fdb3270bf0ac8d65eac.jpg_280x200_8a892aae.jpg
钟鼓楼广场,无,[陕西·西安·莲湖区],0.0,西安的市中心,30,198,西安,https://imgs.qunarzz.com/sight/p0/1512/af/afe1ec0b03e4fcc390.water.jpg_280x200_9730ea6f.jpg
未央湖游乐园,无,[陕西·西安·未央区],0.7,既可烧烤露营又可玩沙戏水,7,18,西安,https://imgs.qunarzz.com/sight/p61/201211/03/06c0965759a35ce393835fbb.jpg_280x200_d4e029df.jpg
终南山•南五台景区,无,[陕西·西安·终南山],0.0,佛教名山与皇家避暑之地,25,226,西安,https://imgs.qunarzz.com/sight/p0/201403/10/55275671bb48cf2103d155523f89df78.jpg_280x200_b6cbe5f7.jpg
高家大院,无,[陕西·西安·莲湖区],0.74,回民街上的百年官宦大院,15,78,西安,https://imgs.qunarzz.com/sight/p0/201301/10/5ec7f8046fc2dc8793835fbb.jpg_280x200_d94d0867.jpg
终南山,无,[陕西·西安·长安区],0.72,神雕侠侣里的终南山,25,70,西安,https://imgs.qunarzz.com/sight/p93/201211/07/2fbceb0fa7c491c793835fbb.jpg_280x200_99a92f19.jpg
中国唐苑,无,[陕西·西安·雁塔区],0.0,赏奇石、看盆景、赏鲤鱼,7,58,西安,https://imgs.qunarzz.com/sight/p0/1507/c4/21286eaf6ccc0df78b834a7db50f0e4a.water.jpg_280x200_73a775aa.jpg
青曲社,无,[陕西·西安],0.0,老剧院里欣赏传统曲艺表演,79,69,西安,https://imgs.qunarzz.com/sight/p0/2003/40/407917f43b5e4ab8a3.water.jpg_280x200_014d0b4a.jpg
临潼博物馆,无,[陕西·西安·临潼区],0.7,馆内珍藏西周青铜器,149,67,西安,https://imgs.qunarzz.com/sight/p0/1411/82/94a6eeda825209a9e8c2c8b30af13422.water.jpg_280x200_e8168c0f.jpg
西影电影博物馆,无,[陕西·西安·雁塔区],0.0,全面展现电影历史与艺术,84,12,西安,https://imgs.qunarzz.com/sight/p0/1908/cc/cc5881ec657cc142a3.img.jpg_280x200_f63d642b.jpg
西安鲸鱼沟竹海风景区,无,[陕西·西安·灞桥区],0.0,静观游鱼添情趣,22,24,西安,https://imgs.qunarzz.com/sight/p0/1707/b1/b1e028aa64723746a3.water.jpg_280x200_fbff3c7e.jpg
西安秦岭欢乐世界,无,[陕西·西安·长安区],0.0,体验惊心动魄的四环过山车,15,30,西安,https://imgs.qunarzz.com/sight/p0/201301/11/092661ec2e8bc19893835fbb.jpg_280x200_332f084b.jpg
灞业3000m汤泉,无,[陕西·西安],0.0,灞业3000m汤泉,128,154,西安,https://imgs.qunarzz.com/sight/p0/1907/4d/4daad056591107eba3.img.jpg_280x200_ab1db44d.jpg
祥峪森林公园,无,[陕西·西安·长安区],0.7,高耸于千亩盆地之间,29,37,西安,https://imgs.qunarzz.com/sight/p0/1606/c0/c0401d8c2e16315f90.img.jpg_280x200_84fd0a38.jpg
Cute Zoo城市动物园,无,[陕西·西安·新城区],0.0,可与萌宠互动的室内动物园,49.9,22,西安,https://imgs.qunarzz.com/sight/p0/1907/b6/b6298ca18645cdc6a3.img.jpg_280x200_0dfff225.jpg
蔡文姬纪念馆,无,[陕西·西安·蓝田县],0.0,依蔡文姬墓冢而建立的,5,94,西安,https://imgs.qunarzz.com/sight/p0/201403/10/71194070c4b5aa21073490ad72502321.jpg_280x200_f66cb21d.jpg
秦陵地宫展览馆,无,[陕西·西安·临潼区],0.72,展现了秦始皇陵的雄伟,35,96,西安,https://imgs.qunarzz.com/sight/p0/201405/30/3c82b51aebf441da2c5ea1512afe4861.jpg_280x200_97d7c4c9.jpg
丝路风情街,无,[陕西·西安·莲湖区],0.0,感受浓郁的丝绸之路文化,9,95,西安,https://imgs.qunarzz.com/sight/p0/1708/f6/f6b372cf0c0c5bda3.water.jpg_280x200_c302e765.jpg
秦岭四宝科学公园,无,[陕西·西安·周至县],0.0,秦岭四宝科学公园位于西安市周至县楼观台西边，是展示陕西省生态文明建设成果、展示秦岭生物多样性、展示陕西省野生动物保护成果,20,60,西安,https://imgs.qunarzz.com/sight/p0/2109/1b/1bbb27dad22a921ea3.img.jpg_280x200_4cdc72c9.jpg
十八度灰美术馆,无,[陕西·西安·灞桥区],0.0,十八度灰美术馆，西安市内的民营非营利公益性美术馆，成立于2011年。创办人希望能在学术性、未来性、实验性多角度发展，探索,15,83,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
西安于右任故居博物馆,无,[陕西·西安],0.0,砖木结构的三进院落,20,84,西安,https://imgs.qunarzz.com/sight/p0/1905/de/de65f9214d2504c4a3.img.jpg_280x200_b2f8d08c.jpg
麦迪斯汽车主题乐园,无,[陕西·西安·灞桥区],0.0,麦迪斯汽车主题乐园，包含有碰碰车、电动蹦极、雷霆战机、射水城堡、野摩托、高铁小火车等项目，是周末纺织城带娃的好去处。,19.9,77,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
革命公园,无,[陕西·西安·新城区],0.72,为凭吊纪念陕西国民军而建,7,4,西安,https://imgs.qunarzz.com/sight/p0/1411/eb/c0fb242e89bde89ef219c01ab4f51116.water.jpg_280x200_6175393c.jpg
西安临潼悦椿温泉,无,[陕西·西安·临潼区],0.0,占地面积九千平方米,188,244,西安,https://imgs.qunarzz.com/sight/p0/1511/a3/a3939e44477746c490.img.jpg_280x200_a8df05f3.jpg
大雁塔北广场,无,[陕西·西安·曲江旅游度假区],0.0,观赏流光溢彩的音乐喷泉,96,89,西安,https://imgs.qunarzz.com/sight/p0/201301/18/a5de115bb3c6c53e93835fbb.jpg_280x200_c5edb390.jpg
秦岭国家植物园,无,[陕西·西安·周至县],0.0,面积宽广，植被分带清晰,45,6,西安,https://imgs.qunarzz.com/sight/p0/1803/b2/b2e7fbcfaf6a877fa3.img.jpg_280x200_50c47263.jpg
汤峪温泉碧水湾,无,[陕西·西安·蓝田县],0.0,发源于汉代的露天泡汤地,44,192,西安,https://imgs.qunarzz.com/sight/p0/201403/10/1a48fb857c8ff2bffba1b07c20c69974.jpg_280x200_afe6d3aa.jpg
西安奈尔宝家庭中心（银泰店）,无,[陕西·西安·雁塔区],0.0,奈尔宝家庭中心于2017年成立于中国上海，是原创的室内玩乐领军品牌，以打造中国家庭触手可及的高品质空间为使命，短短四年时,99,87,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
西安爱情博物馆,无,[陕西·西安·莲湖区],0.0,"西安爱情博物馆共分为恋爱区和失恋区两部分。展出36件藏品，每一件藏品背后，都是一段特别的爱情故事。
如果你有故事和信物，",29.9,47,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
大秦温泉,无,[陕西·西安·未央区],0.0,秦文化体验式温泉,99,84,西安,https://imgs.qunarzz.com/sight/p0/1411/fc/07f1df25efe8dace19ebd88ebaa5ec4a.water.jpg_280x200_5833db6a.jpg
曲江艺术博物馆,无,[陕西·西安·曲江旅游度假区],0.0,博物馆与五星级酒店相结合,55,80,西安,https://imgs.qunarzz.com/sight/p0/2001/f3/f3fc2efd82cb7de4a3.img.jpg_280x200_b4dda4a2.jpg
麦迪斯红光文化主题乐园,无,[陕西·西安·未央区],0.0,麦迪斯红光文化主题乐园与大自然拥抱的游乐场。园内项游玩项目丰富，包括碰碰车、海洋转马、猴王戏水、开心蹦蹦床等，是您带孩子,35.9,46,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
陕西广播电视塔西部之光,无,[陕西·西安·雁塔区],0.0,八角形塔楼似一盏宫灯,60,14,西安,https://imgs.qunarzz.com/sight/p0/201403/10/12102c05a4600c0c46449affbd1c7b44.jpg_280x200_7cfaa668.jpg
西安欢乐海岸·OTC1314摩天轮,无,[陕西·西安·长安区],0.0,在西安欢乐海岸以爱情为主题的OCT1314的摩天轮高达131.4米，创西北。在结构上采用的大气空透的单边单立柱设计，和大,69,8,西安,https://imgs.qunarzz.com/sight/p0/2209/c0/c03c1a460d7cd674a3.water.jpg_280x200_cab0fd8f.jpg
梵高星空艺术馆,无,[陕西·西安·莲湖区],0.0,置身与无尽的宇宙，与繁星为伴,47,43,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
中国周城,无,[陕西·西安·周至县],0.0,以周文化为特色主题景区,58,28,西安,https://imgs.qunarzz.com/sight/p0/2106/59/59879a792914c717a3.img.jpg_280x200_e26c24d8.jpg
西安城市观光车,无,[陕西·西安],0.0,城市观光,49.9,8,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
西安钟楼星空艺术馆,无,[陕西·西安·碑林区],0.0,休闲娱乐好去处,49.9,73,西安,https://imgs.qunarzz.com/sight/p0/2005/ce/ce5dd01cacc40a3aa3.img.jpg_280x200_f8e62e41.jpg
骑行古城墙,无,[陕西·西安],0.0,骑行游览古城墙,51,61,西安,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/b71b80552f675b272b1f3d9a726bb234.jpg_280x200_06a06e55.jpg
青曲社相声茶馆（大雁塔店）,无,[陕西·西安·雁塔区],0.0,曲艺听赏 茶茗宴膳,96,53,西安,https://imgs.qunarzz.com/sight/p0/2103/c8/c8596cb05ab7e5bfa3.img.jpg_280x200_b60f3044.jpg
半唐空间,无,[陕西·西安],0.0,半塘空间成立于2021年， 各种大小展馆，宝石壁画沉浸式展览给以一种重回盛世的感觉。,57,30,西安,https://imgs.qunarzz.com/sight/p0/2107/b7/b7cfcc498c3dfb87a3.img.jpg_280x200_32e9f81b.jpg
曲江池遗址公园,无,[陕西·西安·曲江旅游度假区],0.72,观赏仿唐建筑与手工艺品,1.2,66,西安,https://imgs.qunarzz.com/sight/p0/201403/07/087db29a550450fbb8bc1a3095fe3c8c.jpg_280x200_b607ec67.jpg
陕西考古博物馆,无,[陕西·西安·长安区],0.0,,88,32,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
西安萌宠王国,无,[陕西·西安·雁塔区],0.0,以自然生态体验为主的亲子互动乐园,109,40,西安,https://imgs.qunarzz.com/sight/p0/2204/53/536ffd742041e8b7a3.water.jpg_280x200_6ddb49a7.jpg
水丽丰温泉,无,[陕西·西安·碑林区],0.0,综合性温泉场所,38,79,西安,https://imgs.qunarzz.com/sight/p0/1809/4e/4ef764d6689f179ca3.img.jpg_280x200_cfc33580.jpg
西安二郎山风景区,无,[陕西·西安·长安区],0.0,分布有100多座庙宇亭阁,9,47,西安,https://imgs.qunarzz.com/sight/p0/1609/6c/6c13aac4053e4042a3.img.jpg_280x200_da5b9b3c.jpg
秦岭九龙潭,无,[陕西·西安·长安区],0.7,秦岭第四纪冰川遗址,33,36,西安,https://imgs.qunarzz.com/sight/p0/201303/08/7a140c086907f717c8d65eac.jpg_280x200_939aca7a.jpg
瀚海立方动物王国,无,[陕西·西安·未央区],0.0,瀚海立方动物王国是新颖的室内动物园，占地千余平方米，九大区域，处处是高能。拥有上百种动物，是动物爱好者的秘密基地，宝爸宝,78,34,西安,https://imgs.qunarzz.com/sight/p0/2204/cc/cc84894c2a9cbc60a3.water.jpg_280x200_09b3824f.jpg
奇迹农庄,无,[陕西·西安],0.0,奇迹农庄围绕农田、菜田、果园、花园、萌宠、乐园、营地7大主题功能区，为游客带来田间劳作、撒欢游乐、暖心交流、休闲度假4种,80,63,西安,https://imgs.qunarzz.com/sight/p0/2205/67/677e6af358810643a3.img.jpg_280x200_97de1788.jpg
小雁塔,无,[陕西·西安·碑林区],0.0,保存至今的唐代古塔,59,2,西安,https://imgs.qunarzz.com/sight/p0/1411/d9/e98077cebfc0bacd533f364dd083f549.water.jpg_280x200_16c9f73e.jpg
太奥幻太奇海洋馆,无,[陕西·西安],0.0,有魔幻森林等多个主题园区,89,44,西安,https://imgs.qunarzz.com/sight/p0/1809/17/171a4af55c089c25a3.img.jpg_280x200_a8652be2.jpg
茯茶文化维景酒店温泉,无,[陕西·西安],0.0,茯茶文化维景酒店位于陕西省西咸新区国家4A级景区“茯茶镇”景区内，酒店是由西咸新区茯茶镇文化产业集团投资兴建的以茯茶文化,88,91,西安,https://imgs.qunarzz.com/sight/p0/2108/80/809e2e7fce19a112a3.img.jpg_280x200_4a734b1a.jpg
华夏文旅海洋公园,无,[陕西·西安·华夏文旅西安度假区],0.0,融合地域民俗的海洋公园,218,308,西安,https://imgs.qunarzz.com/sight/p0/1804/51/512ff9f3a6e9b1a6a3.water.jpg_280x200_7bfe53ce.jpg
白鹿原影视城欢乐世界,无,[陕西·西安·蓝田县],0.0,白鹿原影视城欢乐世界位于景区萧关处，多项大型游乐设施与景区各大建筑融为一体，内设有大摆锤、海盗船、碰碰车、儿童爬山车、高,99,67,西安,https://imgs.qunarzz.com/sight/p0/2101/39/39caf73a1906608ba3.img.jpg_280x200_4c8a8c27.jpg
兵马俑一号坑,无,[陕西·西安·临潼区],0.0,规模宏大的一号坑俑,149,22,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
汤峪天潭温泉酒店,无,[陕西·西安·蓝田县],0.0,依山傍水、风景宜人,144,18,西安,https://imgs.qunarzz.com/sight/p0/1505/ca/ca758ff1d2c0d808.water.jpg_280x200_fde1b94f.jpg
西安东大秦龙温泉,无,[陕西·西安·长安区],0.0,集温泉洗浴娱乐等为一体,93.5,36,西安,https://imgs.qunarzz.com/sight/p0/1505/cd/cd613f1ef0b23e1c.water.jpg_280x200_9f4f9bc3.jpg
绿兔子都市农场,无,[陕西·西安·雁塔区],0.0,西北shou家室内农业园艺展示区 绿兔子园艺天地面积500㎡ 以奇美自然为核心，以花木绿植为背景 集溪流喷泉、植物鱼虫为,138,2,西安,https://imgs.qunarzz.com/sight/p0/2107/de/ded078817718955aa3.img.png_280x200_3dd14b7b.png
西安东大南山温泉,无,[陕西·西安·长安区],0.7,沐浴温泉尽享人间仙境,128,60,西安,https://imgs.qunarzz.com/sight/p0/1512/b5/b539dcc3d0fe7be990.img.jpg_280x200_8e3cfddb.jpg
梦回大秦,无,[陕西·西安·临潼区],0.0,沉浸式演绎,98,8,西安,https://imgs.qunarzz.com/sight/p0/1709/36/365002639215a865a3.img.jpg_280x200_5ebe6cf0.jpg
唐大慈恩寺遗址公园,无,[陕西·西安·曲江旅游度假区],0.0,佛教文化主题园林,9,42,西安,https://imgs.qunarzz.com/sight/201405/15/ef196a25ed57bb64c8d65eac.jpg_280x200_4078bde4.jpg
长安唐村·南堡古寨,无,[陕西·西安·长安区],0.0,长安唐村·中国农业公园位于西安市长安区王曲街道南堡寨村，项目以终南文化为魂，以“唐+”人文复兴战略为轴，以绿色生态保护为,20,95,西安,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0100v120008jqlfdm4DA3.jpg_280x200_f064c7d3.jpg
青曲社（易俗街区店）,无,[陕西·西安],0.0,青曲社是位于陕西省西安市的一个相声社团，成立于2007年。社团名称蕴含“青云直上，曲故情长”的意思。主要成员为相声演员苗,118,31,西安,https://imgs.qunarzz.com/sight/p0/2111/da/da66bcf2153171bca3.img.jpg_280x200_366560c8.jpg
数智汇青少年科技馆,无,[陕西·西安],0.0,AI人工智能科技馆,124,95,西安,https://imgs.qunarzz.com/sight/p0/2109/f4/f418ee6b24bbbd4ea3.img.jpg_280x200_8d77aeb8.jpg
dreamland遇见未来主题乐园,无,[陕西·西安·雁塔区],0.0,,128,77,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
精英成长户外体育活动营地,无,[陕西·西安·灞桥区],0.0,精英成长青少年体育营地是西安市体育局主管的，集水上高尔夫、帆船、皮划艇、棒垒球、橄榄球、击剑、丛林射箭等体育运动体验、训,128,96,西安,https://imgs.qunarzz.com/sight/p0/2003/a4/a48142973024fb8ca3.img.jpg_280x200_d02e1279.jpg
鸿门宴遗址,无,[陕西·西安·临潼区],0.7,距秦兵马俑博物馆2.5公里处的鸿门宴遗址。它南依骊山，北临渭河，地处潼关通长安之要道，遗址前横着一公里长的峭塬，中间象刀,1.5,30,西安,https://imgs.qunarzz.com/sight/p0/1611/c7/c729048b59a84003a3.water.jpg_280x200_2508ca9b.jpg
化女泉,无,[陕西·西安·终南山古楼观],0.0,欣赏道家的阁楼和殿宇建筑,9,90,西安,https://imgs.qunarzz.com/sight/p0/1702/7e/7e448568d8298903a3.img.png_280x200_eb0905ac.png
9号宇宙,无,[陕西·西安],0.0,,178,43,西安,https://imgs.qunarzz.com/sight/p0/2204/1c/1cba79e8213e17cda3.water.jpg_280x200_d1b1a848.jpg
战争史诗剧《复活的军团》,无,[陕西·西安·临潼区],0.0,中国首部实景沉浸式多媒体战争史诗剧。1975年在湖北出土了两片木牍，一共256个字，记载了公元前223年，参加统一六国之,266,156,西安,https://imgs.qunarzz.com/sight/p0/2007/b0/b0236d51543275a3.img.jpg_280x200_f6cf9f53.jpg
广新园民族村,无,[陕西·西安·长安区],0.7,人们清心休闲、娱乐放松的好地方,8,80,西安,https://imgs.qunarzz.com/sight/p26/201211/01/6537a25c3f2220da93835fbb.jpg_280x200_6f096b98.jpg
华夏文旅西安度假区,无,[陕西·西安·灞桥区],0.0,以会跑的实景演艺闻名遐迩,218,48,西安,https://imgs.qunarzz.com/sight/p0/1907/ff/fff5bb10e08ab850a3.img.jpg_280x200_4c728110.jpg
“飞翔梦”航空体验馆,无,[陕西·西安·阎良区],0.0,“飞翔梦”航空体验馆是沉浸式互动航空体验馆，将室内+室外场馆集沉浸飞行体验、航空体验互动、航空应急学习、航空实践教育为一,188,36,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
西安天禾水汇,无,[陕西·西安·雁塔区],0.0,,195,42,西安,https://imgs.qunarzz.com/sight/p0/2001/3f/3f34b73fe577c840a3.img.jpg_280x200_9d722a5e.jpg
世界八大奇迹馆,无,[陕西·西安·临潼区],0.7,了解人类璀璨的古代文化,38,43,西安,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/01025120008jlwwmx5A5E.jpg_280x200_9bd71e72.jpg
乐华城·国际欢乐度假区,无,[陕西·西安],0.0,主题园区众多，度假好去处,220,62,西安,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0104j120008jm3gfd48E0.jpg_280x200_df56a26e.jpg
兴庆宫公园,无,[陕西·西安·碑林区],0.7,唐代兴庆宫遗址上修建,7,2,西安,https://imgs.qunarzz.com/tuan/team2/1507/e8/d75766a26dd2be.jpg_280x200_73a9e84c.jpg
炫地沙滩车越野俱乐部(灞桥店),无,[陕西·西安·灞桥区],0.0,没有驾驶证也可以开的山地越野四驱车，2分钟包教包会，全套护具。另外还有越野服装，拍个帅气的视频照片。,218,45,西安,https://imgs.qunarzz.com/sight/p0/2111/f6/f6782dcb677b99e9a3.img.jpg_280x200_f2a00667.jpg
《12·12》西安事变大型实景演出,无,[陕西·西安·华清宫],0.0,以实景影画形式重回历史,258,60,西安,https://imgs.qunarzz.com/sight/p0/1706/12/125c8b544dc9e078a3.img.png_280x200_24e27301.png
华清爱琴海温泉,无,[陕西·西安·临潼区],0.0,自然园林中的露天温泉汤池,198,66,西安,https://imgs.qunarzz.com/sight/p0/1511/57/57a1490e1b72901a90.img.jpg_280x200_a75484e7.jpg
华清御汤温泉,无,[陕西·西安·临潼区],0.0,体验特色的宫廷养生项目,395,52,西安,https://imgs.qunarzz.com/sight/p0/1611/8d/8d70d6b4e8324ca1a3.img.png_280x200_3b2a760f.png
西安唐乐宫,无,[陕西·西安·碑林区],0.7,一流的装修，品质的享受,218,12,西安,https://imgs.qunarzz.com/sight/p0/201301/11/dd368e9b8629027693835fbb.jpg_280x200_e3b79799.jpg
陕西省工人疗养院,无,[陕西·西安·华清宫],0.0,内有特色保健园,158,4,西安,https://imgs.qunarzz.com/sight/p0/1804/bc/bcaea58460cb0d31a3.img.png_280x200_5a89d4a9.png
簋唐楼沉浸式实景街区,无,[陕西·西安·雁塔区],0.0,"近两万平米的超大型真人演绎版的线下沙盒RPG游戏
玩法：开放、自由且多元化的创造型游戏，以角色扮演为核心。通过执行身份行",268,84,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
炫地沙滩车越野俱乐部(长安店),无,[陕西·西安·长安区],0.0,没有驾驶证也可以开的山地越野四驱车，2分钟包教包会，全套护具。另外还有越野服装，拍个帅气的视频照片。,278,38,西安,https://imgs.qunarzz.com/sight/p0/2111/f9/f98c57520a62d92ea3.img.jpg_280x200_84f34236.jpg
白鹿原《黑娃演义》演出,无,[陕西·西安·白鹿原影视城],0.0,剧场里满满的黑科技元素，讲述黑娃一生,298,38,西安,https://imgs.qunarzz.com/sight/p0/1710/b0/b058d5801fb1905ea3.img.jpg_280x200_a724458a.jpg
大唐夜宴,无,[陕西·西安·大唐芙蓉园],0.0,充满梦幻与诗意的大唐盛典,398,14,西安,https://imgs.qunarzz.com/sight/p0/201403/10/d9d00b9ca4c645d5206626cf62cd7e75.jpg_280x200_04149328.jpg
童心谷亲子营地,无,[陕西·西安·临潼区],0.0,是一项致力于发展孩子户外拓展活动的综合场地。,20,90,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
东影社华县皮影戏,无,[陕西·西安·莲湖区],0.0,华县皮影戏是流传于陕西省渭南地区的传统戏剧，是非物质文化遗产之一,20,90,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
韩国幻多奇光阴体验馆,无,[陕西·西安],0.0,韩国幻多奇光阴体验馆通过名画、动物，人物、风景等场景展示，营造穿越时空的魔幻情景，游客穿梭其中体验、经历一段特别光阴的故,19.9,42,西安,https://imgs.qunarzz.com/sight/p0/2206/85/857a623af78058b8a3.water.jpg_280x200_2918820f.jpg
雨林庄园,无,[陕西·西安·长安区],0.0,集生态旅游、亲子度假、休闲萌宠等为主题的乐园，这里你既可以和各种萌宠亲密接触，又能欣赏秀美的风景。游玩、拓展、聚会、旅游,19.8,57,西安,https://imgs.qunarzz.com/sight/p0/2204/52/52cf9365a9451a53a3.img.jpg_280x200_e9505055.jpg
骊山索道,无,[陕西·西安],0.0,看华清宫全景,30,60,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
西安沐尚汤泉酒店,无,[陕西·西安·临潼区],0.0,沐尚汤泉酒店位于西安市临潼区骊山街道人民西路东建建材市场对面，是集淋浴、桑拿、汗蒸广场、榻榻米、汗蒸房、帐篷区、电影厅、,39,74,西安,https://imgs.qunarzz.com/sight/p0/2212/72/72fa4160b403ee9ea3.img.jpg_280x200_db830e1f.jpg
